"Date","Cardholder origin","Merchant category","Amount CHF","Number of transactions"
"2019-06-22","Foreign","Other",181716.7,606
"2019-06-22","Foreign","Personal services",143595.27,1345
"2019-06-22","Foreign","Professional services",990590.250000001,7307
"2019-06-22","Foreign","Retail: Food, beverage, tobacco",2023315.02999999,63792
"2019-06-22","Foreign","Retail: Fuel stations",1157469.37,25988
"2019-06-22","Foreign","Retail: Other goods",10844130.09,51163
"2019-06-22","Foreign","Transport services",829612.9,26281
"2019-06-23","Domestic","Accommodation",4930443.39,25902
"2019-06-23","Domestic","Entertainment and sports",1871188.43,27047
"2019-06-23","Domestic","Food and beverage services",8248452.2,171117
"2019-06-23","Domestic","Human health services",202613,1896
"2019-06-23","Domestic","Other",353692.88,5263
"2019-06-23","Domestic","Personal services",319059,2400
"2019-06-23","Domestic","Professional services",1072621.17,16473
"2019-06-23","Domestic","Retail: Food, beverage, tobacco",4871419.22,233261
"2019-06-23","Domestic","Retail: Fuel stations",11667360.42,306800
"2019-06-23","Domestic","Retail: Other goods",5992837.69,58702
"2019-06-23","Domestic","Transport services",3035407.61,145659
"2019-06-23","Foreign","Accommodation",5106972.44999999,20135
"2019-06-23","Foreign","Entertainment and sports",343589.02,4564
"2019-06-23","Foreign","Food and beverage services",1785173.23,46076
"2019-06-23","Foreign","Human health services",295162.04,266
"2019-06-23","Foreign","Other",178506.14,635
"2019-06-23","Foreign","Personal services",71797.53,941
"2019-06-23","Foreign","Professional services",935019.880000001,6525
"2019-06-23","Foreign","Retail: Food, beverage, tobacco",579540.080000002,30883
"2019-06-23","Foreign","Retail: Fuel stations",1172984.87,28928
"2019-06-23","Foreign","Retail: Other goods",4981188.02000001,20460
"2019-06-23","Foreign","Transport services",1065828.03,26869
"2019-06-24","Domestic","Accommodation",2556147.16,16841
"2019-06-24","Domestic","Entertainment and sports",2178690.9,20601
"2019-06-24","Domestic","Food and beverage services",7056914.15,249557
"2019-06-24","Domestic","Human health services",1787361.36,10218
"2019-06-24","Domestic","Other",2532867.52,13735
"2019-06-24","Domestic","Personal services",1308349.43,13860
"2019-06-24","Domestic","Professional services",4158216.38,40540
"2019-06-24","Domestic","Retail: Food, beverage, tobacco",43561806.98,1247804
"2019-06-24","Domestic","Retail: Fuel stations",10816265.75,263839
"2019-06-24","Domestic","Retail: Other goods",48077338.8899999,556421
"2019-06-24","Domestic","Transport services",3138313.29,164324
"2019-06-24","Foreign","Accommodation",5146094.77000001,18354
"2019-06-24","Foreign","Entertainment and sports",278610.75,2929
"2019-06-24","Foreign","Food and beverage services",1732008.38,50090
"2019-06-24","Foreign","Human health services",385942.54,807
"2019-06-24","Foreign","Other",584268.21,1646
"2019-06-24","Foreign","Personal services",77137.87,980
"2019-06-24","Foreign","Professional services",2070869.39,9490
"2019-06-24","Foreign","Retail: Food, beverage, tobacco",1741189.48,67132
"2019-06-24","Foreign","Retail: Fuel stations",922372.650000002,23043
"2019-06-24","Foreign","Retail: Other goods",9582927.01000005,39824
"2019-06-24","Foreign","Transport services",1158305.85,29491
"2019-06-25","Domestic","Accommodation",2811940.04,20264
"2019-06-25","Domestic","Entertainment and sports",2019144.75,24307
"2019-06-25","Domestic","Food and beverage services",9214621.15,291814
"2019-06-25","Domestic","Human health services",2507476.39,12873
"2019-06-25","Domestic","Other",4676571.04,15505
"2019-06-25","Domestic","Personal services",2569402.41,25034
"2019-06-25","Domestic","Professional services",4299835.28,40318
"2019-06-25","Domestic","Retail: Food, beverage, tobacco",43884945.8,1282594
"2019-06-25","Domestic","Retail: Fuel stations",12437544.06,300015
"2019-06-25","Domestic","Retail: Other goods",52606690.12,587474
"2019-06-25","Domestic","Transport services",3225027.89,175837
"2019-06-25","Foreign","Accommodation",5460112.82,20265
"2019-06-25","Foreign","Entertainment and sports",269174.67,3665
"2019-06-25","Foreign","Food and beverage services",2026999.18,52304
"2019-06-25","Foreign","Human health services",294982.09,736
"2019-06-25","Foreign","Other",443459.59,1114
"2019-06-25","Foreign","Personal services",109263.03,1003
"2019-06-25","Foreign","Professional services",1987309.37,9127
"2019-06-25","Foreign","Retail: Food, beverage, tobacco",1523772.84,62425
"2019-06-25","Foreign","Retail: Fuel stations",846674.22,21756
"2019-06-25","Foreign","Retail: Other goods",9538251.54000006,38783
"2019-06-25","Foreign","Transport services",1133867.97,29854
"2019-06-26","Domestic","Accommodation",3317306.93,22041
"2019-06-26","Domestic","Entertainment and sports",2674724.66,30118
"2019-06-26","Domestic","Food and beverage services",10736805.26,307153
"2019-06-26","Domestic","Human health services",2605516.5,12488
"2019-06-26","Domestic","Other",3811055.94,15729
"2019-06-26","Domestic","Personal services",2650303.95,25897
"2019-06-26","Domestic","Professional services",4295487.3,42429
"2019-06-26","Domestic","Retail: Food, beverage, tobacco",45668794.47,1321746
"2019-06-26","Domestic","Retail: Fuel stations",12865909.45,315796
"2019-06-26","Domestic","Retail: Other goods",55733184.6,632424
"2019-06-26","Domestic","Transport services",3346621.16,182048
"2019-06-26","Foreign","Accommodation",5850479.43,21355
"2019-06-26","Foreign","Entertainment and sports",278321.55,3776
"2019-06-26","Foreign","Food and beverage services",2031930.6,54160
"2019-06-26","Foreign","Human health services",450025.33,749
"2019-06-26","Foreign","Other",383275.88,972
"2019-06-26","Foreign","Personal services",189984.81,1165
"2019-06-26","Foreign","Professional services",2159330.92,9433
"2019-06-26","Foreign","Retail: Food, beverage, tobacco",1585539.86,64260
"2019-06-26","Foreign","Retail: Fuel stations",888153.579999999,22379
"2019-06-26","Foreign","Retail: Other goods",9244382.91000005,39735
"2019-06-26","Foreign","Transport services",1121206.79,30587
"2019-06-27","Domestic","Accommodation",3758514.53,23595
"2019-06-27","Domestic","Entertainment and sports",2018883.09,26406
"2019-06-27","Domestic","Food and beverage services",11994464.09,318827
"2019-06-27","Domestic","Human health services",2529059.84,12298
"2019-06-27","Domestic","Other",4042147.95,15727
"2019-06-27","Domestic","Personal services",2861335.75,27663
"2019-06-27","Domestic","Professional services",4286048.92,41627
"2019-06-27","Domestic","Retail: Food, beverage, tobacco",46748262.5,1336615
"2019-06-27","Domestic","Retail: Fuel stations",13157936.72,321246
"2019-06-27","Domestic","Retail: Other goods",57782513.74,646747
"2019-06-27","Domestic","Transport services",3315314.69,189814
"2019-06-27","Foreign","Accommodation",7133460.87,22249
"2019-06-27","Foreign","Entertainment and sports",325407.43,3835
"2019-06-27","Foreign","Food and beverage services",2026278.66,53222
"2019-06-27","Foreign","Human health services",459069.89,771
"2019-06-27","Foreign","Other",422639.1,858
"2019-06-27","Foreign","Personal services",120651.49,1195
"2019-06-27","Foreign","Professional services",2225359.07999999,9907
"2019-06-27","Foreign","Retail: Food, beverage, tobacco",1637089.25,65525
"2019-06-27","Foreign","Retail: Fuel stations",968808.539999999,23870
"2019-06-27","Foreign","Retail: Other goods",9319108.76000005,42426
"2019-06-27","Foreign","Transport services",1157058.42,30575
"2019-06-28","Domestic","Accommodation",4748597.14,27519
"2019-06-28","Domestic","Entertainment and sports",2443655.33,30896
"2019-06-28","Domestic","Food and beverage services",13411414.28,324268
"2019-06-28","Domestic","Human health services",2773056.68,12689
"2019-06-28","Domestic","Other",4619640.57,17840
"2019-06-28","Domestic","Personal services",3363851.17,32697
"2019-06-28","Domestic","Professional services",4694946.98,48628
"2019-06-28","Domestic","Retail: Food, beverage, tobacco",64465912.63,1491221
"2019-06-28","Domestic","Retail: Fuel stations",14682773.92,348703
"2019-06-28","Domestic","Retail: Other goods",64021371.14,702756
"2019-06-28","Domestic","Transport services",3322892.77,192669
"2019-06-28","Foreign","Accommodation",7500152.18000001,22570
"2019-06-28","Foreign","Entertainment and sports",304473.51,4003
"2019-06-28","Foreign","Food and beverage services",2056486.05,53638
"2019-06-28","Foreign","Human health services",302402.9,662
"2019-06-28","Foreign","Other",373233.78,894
"2019-06-28","Foreign","Personal services",146364.1,1252
"2019-06-28","Foreign","Professional services",2150384.15,10669
"2019-06-28","Foreign","Retail: Food, beverage, tobacco",1883515.71,67333
"2019-06-28","Foreign","Retail: Fuel stations",1104700.95,26714
"2019-06-28","Foreign","Retail: Other goods",9574364.51000005,45382
"2019-06-28","Foreign","Transport services",1155257.29,30189
"2019-06-29","Domestic","Accommodation",4698501.48000001,28507
"2019-06-29","Domestic","Entertainment and sports",2191157.89,34147
"2019-06-29","Domestic","Food and beverage services",12346934.79,227793
"2019-06-29","Domestic","Human health services",2285259.68,8611
"2019-06-29","Domestic","Other",2170471.99,15364
"2019-06-29","Domestic","Personal services",2845630.73,27405
"2019-06-29","Domestic","Professional services",3162611.66,33749
"2019-06-29","Domestic","Retail: Food, beverage, tobacco",75843247.84,1447738
"2019-06-29","Domestic","Retail: Fuel stations",14128142.32,329282
"2019-06-29","Domestic","Retail: Other goods",79808763.93,846475
"2019-06-29","Domestic","Transport services",3365995.21,200463
"2019-06-29","Foreign","Accommodation",5830952.83,20331
"2019-06-29","Foreign","Entertainment and sports",337362.61,5106
"2019-06-29","Foreign","Food and beverage services",2057464.7,47699
"2019-06-29","Foreign","Human health services",145630.49,447
"2019-06-29","Foreign","Other",114080.18,395
"2019-06-29","Foreign","Personal services",109397.25,1181
"2019-06-29","Foreign","Professional services",1530971.73,9818
"2019-06-29","Foreign","Retail: Food, beverage, tobacco",1940580.9,63334
"2019-06-29","Foreign","Retail: Fuel stations",1138084,26417
"2019-06-29","Foreign","Retail: Other goods",10721162.7300001,48124
"2019-06-29","Foreign","Transport services",964321.04,28092
"2019-06-30","Domestic","Accommodation",5592037.12,28431
"2019-06-30","Domestic","Entertainment and sports",1958037.46,34901
"2019-06-30","Domestic","Food and beverage services",8043190.37999999,158945
"2019-06-30","Domestic","Human health services",139330.52,1911
"2019-06-30","Domestic","Other",455448.26,6080
"2019-06-30","Domestic","Personal services",320043.71,2400
"2019-06-30","Domestic","Professional services",1305203.91,23140
"2019-06-30","Domestic","Retail: Food, beverage, tobacco",5630713.87000001,267446
"2019-06-30","Domestic","Retail: Fuel stations",13020126.1,345213
"2019-06-30","Domestic","Retail: Other goods",6703688.97000001,69318
"2019-06-30","Domestic","Transport services",3250065.07,151124
"2019-06-30","Foreign","Accommodation",5646426.42,20848
"2019-06-30","Foreign","Entertainment and sports",329033.72,5744
"2019-06-30","Foreign","Food and beverage services",1847650.24,46097
"2019-06-30","Foreign","Human health services",107170.75,262
"2019-06-30","Foreign","Other",115211.24,368
"2019-06-30","Foreign","Personal services",67128.19,1017
"2019-06-30","Foreign","Professional services",1201262.21,8131
"2019-06-30","Foreign","Retail: Food, beverage, tobacco",640958.71,33537
"2019-06-30","Foreign","Retail: Fuel stations",1153619.04,28503
"2019-06-30","Foreign","Retail: Other goods",5745499.17000001,22423
"2019-06-30","Foreign","Transport services",1027907.9,25456
"2019-07-01","Domestic","Accommodation",3041783.44,17796
"2019-07-01","Domestic","Entertainment and sports",2360225.72,22636
"2019-07-01","Domestic","Food and beverage services",7272049.59000001,251489
"2019-07-01","Domestic","Human health services",2067899.38,11723
"2019-07-01","Domestic","Other",3164013.84,14636
"2019-07-01","Domestic","Personal services",1414066.5,14571
"2019-07-01","Domestic","Professional services",5023267.46,46741
"2019-07-01","Domestic","Retail: Food, beverage, tobacco",45436750.75,1321025
"2019-07-01","Domestic","Retail: Fuel stations",11576272.67,280919
"2019-07-01","Domestic","Retail: Other goods",52515968.68,610719
"2019-07-01","Domestic","Transport services",3379288.05,163281
"2019-07-01","Foreign","Accommodation",5761927.06999998,19394
"2019-07-01","Foreign","Entertainment and sports",363441.44,3533
"2019-07-01","Foreign","Food and beverage services",1765484.61,49646
"2019-07-01","Foreign","Human health services",332754.78,749
"2019-07-01","Foreign","Other",463675.16,1028
"2019-07-01","Foreign","Personal services",137656.85,1187
"2019-07-01","Foreign","Professional services",2362599.22999999,10606
"2019-07-01","Foreign","Retail: Food, beverage, tobacco",1853167.07999999,69709
"2019-07-01","Foreign","Retail: Fuel stations",988826.999999999,23656
"2019-07-01","Foreign","Retail: Other goods",10073720.7100001,43413
"2019-07-01","Foreign","Transport services",1129648.61,28863
"2019-07-02","Domestic","Accommodation",2881794.98,20111
"2019-07-02","Domestic","Entertainment and sports",2112662.24,22236
"2019-07-02","Domestic","Food and beverage services",9299121.48,281667
"2019-07-02","Domestic","Human health services",2553103.58,12920
"2019-07-02","Domestic","Other",3193189.39,14686
"2019-07-02","Domestic","Personal services",2699818.7,25815
"2019-07-02","Domestic","Professional services",4345162.12,39802
"2019-07-02","Domestic","Retail: Food, beverage, tobacco",40943873.1099999,1228045
"2019-07-02","Domestic","Retail: Fuel stations",11499198.18,280911
"2019-07-02","Domestic","Retail: Other goods",52548812.39,595069
"2019-07-02","Domestic","Transport services",3220384.44,174714
"2019-07-02","Foreign","Accommodation",5990646.83,20096
"2019-07-02","Foreign","Entertainment and sports",365285.94,4037
"2019-07-02","Foreign","Food and beverage services",1933433.91,50910
"2019-07-02","Foreign","Human health services",475781.18,814
"2019-07-02","Foreign","Other",651943.12,1171
"2019-07-02","Foreign","Personal services",115010.95,1105
"2019-07-02","Foreign","Professional services",2142160.82,9702
"2019-07-02","Foreign","Retail: Food, beverage, tobacco",1617216.16,63696
"2019-07-02","Foreign","Retail: Fuel stations",913527.750000001,21887
"2019-07-02","Foreign","Retail: Other goods",9657590.38000003,40946
"2019-07-02","Foreign","Transport services",1237339.39,29370
"2019-07-03","Domestic","Accommodation",3156006.16,21077
"2019-07-03","Domestic","Entertainment and sports",1989742.43,24304
"2019-07-03","Domestic","Food and beverage services",10432017.2,293145
"2019-07-03","Domestic","Human health services",2618163.16,12829
"2019-07-03","Domestic","Other",3357551.44,15361
